user_id,account_created_at,account_age_days,gender,age_group,device_type,activity_level,balance,platform,loyalty_tier,os_version,app_version,location_country,location_city,preferred_language,usual_connection_quality
user_0221,6/29/2023 0:00,63,male,35-44,phone,medium,9159.12,android,silver,12.0,3.9.8,USA,San Diego,english,excellent
user_0222,2/22/2023 0:00,190,male,25-34,phone,low,4194.06,ios,gold,12.0,3.9.7,USA,Phoenix,english,excellent
user_0223,12/29/2022 0:00,245,female,25-34,phone,dormant,831.99,android,bronze,10.0,3.9.9,USA,Chicago,english,good
user_0224,6/22/2023 0:00,70,female,18-24,tablet,low,51.36,web,bronze,,3.9.9,USA,New York,english,good
user_0225,10/4/2022 0:00,331,female,25-34,tablet,medium,290.92,android,bronze,11.0,3.9.9,USA,San Diego,english,excellent
user_0226,12/27/2022 0:00,247,male,25-34,phone,low,112.38,android,bronze,13.0,3.9.9,USA,San Diego,english,good
user_0227,3/9/2023 0:00,175,female,35-44,phone,medium,956.33,android,gold,10.0,3.9.9,USA,San Diego,english,fair
user_0228,11/8/2022 0:00,296,female,18-24,phone,high,714.67,android,bronze,10.0,3.9.9,USA,Chicago,english,good
user_0229,12/7/2022 0:00,267,female,35-44,phone,medium,541.02,android,bronze,12.0,3.9.6,USA,Dallas,english,excellent
user_0230,5/24/2023 0:00,99,female,25-34,phone,low,919.41,android,bronze,12.0,3.9.7,USA,San Jose,english,good
user_0231,5/28/2023 0:00,95,female,25-34,phone,low,1504.77,android,bronze,11.0,3.9.5,USA,Phoenix,english,excellent
user_0232,10/2/2022 0:00,333,male,18-24,phone,dormant,2179.59,ios,bronze,12.0,3.9.8,USA,San Antonio,english,excellent
user_0233,3/12/2023 0:00,172,female,25-34,phone,low,544.06,ios,bronze,15.0,3.9.9,USA,Los Angeles,english,excellent
user_0234,12/8/2022 0:00,266,female,35-44,phone,medium,94.88,android,silver,11.0,3.9.7,USA,Houston,english,excellent
user_0235,1/21/2023 0:00,222,female,45+,phone,medium,139.72,android,bronze,12.0,3.9.9,USA,Houston,english,good
user_0236,5/27/2023 0:00,96,female,45+,phone,low,36.42,android,bronze,11.0,3.9.9,USA,Philadelphia,english,good
user_0237,5/12/2023 0:00,111,male,35-44,phone,low,154.03,android,bronze,10.0,3.9.9,USA,Phoenix,english,excellent
user_0238,5/31/2023 0:00,92,female,35-44,phone,high,13796.98,ios,bronze,12.0,3.9.9,USA,San Jose,english,excellent
user_0239,7/25/2022 0:00,402,female,18-24,tablet,dormant,952.9,ios,silver,12.0,3.9.7,USA,Houston,english,good
user_0240,1/22/2023 0:00,221,male,25-34,tablet,low,83.3,web,silver,,3.9.9,USA,San Diego,english,excellent
user_0241,3/8/2023 0:00,176,male,25-34,phone,low,877.82,android,bronze,10.0,3.9.9,USA,San Diego,english,good
user_0242,5/3/2023 0:00,120,female,18-24,phone,dormant,4050.42,android,bronze,12.0,3.9.9,USA,San Jose,english,excellent
user_0243,8/16/2022 0:00,380,female,35-44,phone,medium,130.44,android,gold,11.0,3.9.7,USA,Chicago,english,good
user_0244,6/16/2023 0:00,76,male,45+,phone,medium,52.47,android,silver,10.0,3.9.9,USA,San Antonio,english,poor
user_0245,6/27/2023 0:00,65,male,45+,phone,low,345.12,android,bronze,11.0,3.9.8,USA,Chicago,english,good
user_0246,5/26/2023 0:00,97,female,25-34,phone,low,313.5,ios,silver,12.0,3.9.9,USA,Phoenix,english,excellent
user_0247,12/20/2022 0:00,254,female,45+,phone,medium,95.57,android,gold,12.0,3.9.8,USA,New York,english,good
user_0248,1/22/2023 0:00,221,female,25-34,phone,low,149.89,android,bronze,10.0,3.9.7,USA,Philadelphia,english,excellent
user_0249,4/11/2023 0:00,142,male,25-34,tablet,medium,4017.74,web,gold,,3.9.9,USA,Houston,english,good
user_0250,11/16/2022 0:00,288,male,25-34,phone,high,3647.75,android,bronze,13.0,3.9.8,USA,San Antonio,english,fair
user_0251,11/30/2022 0:00,274,male,25-34,phone,medium,418.53,ios,gold,14.0,3.9.9,USA,Dallas,english,fair
user_0252,2/5/2023 0:00,207,female,18-24,phone,low,742.57,ios,bronze,16.0,3.9.7,USA,Dallas,english,fair
user_0253,3/10/2023 0:00,174,male,18-24,phone,dormant,2581.05,ios,bronze,12.0,3.9.9,USA,Phoenix,english,good
user_0254,3/14/2023 0:00,170,male,18-24,phone,low,16510.24,android,silver,11.0,3.9.9,USA,New York,english,good
user_0255,4/30/2023 0:00,123,female,35-44,phone,dormant,206.18,ios,bronze,13.0,3.9.9,USA,San Diego,english,excellent
user_0256,10/1/2022 0:00,334,male,25-34,phone,dormant,762.94,ios,bronze,12.0,3.9.7,USA,Philadelphia,english,excellent
user_0257,11/19/2022 0:00,285,female,35-44,phone,low,1074.97,android,bronze,12.0,3.9.5,USA,Los Angeles,english,fair
user_0258,11/23/2022 0:00,281,male,35-44,phone,medium,13601.0,ios,bronze,14.0,3.9.9,USA,Philadelphia,english,fair
user_0259,6/20/2023 0:00,72,male,35-44,tablet,low,972.96,web,bronze,,3.9.9,USA,Chicago,english,good
user_0260,7/12/2022 0:00,415,male,25-34,phone,medium,18796.55,ios,bronze,15.0,3.9.9,USA,Philadelphia,english,excellent
user_0261,11/19/2022 0:00,285,female,35-44,phone,dormant,3355.49,android,silver,12.0,3.9.9,USA,Dallas,english,fair
user_0262,1/8/2023 0:00,235,male,35-44,phone,low,377.26,android,bronze,12.0,3.9.6,USA,Houston,english,fair
user_0263,8/10/2022 0:00,386,female,45+,phone,low,1456.11,android,bronze,11.0,3.9.9,USA,San Antonio,english,good
user_0264,8/4/2022 0:00,392,female,35-44,phone,medium,4260.15,ios,bronze,12.0,3.9.9,USA,San Jose,english,excellent
user_0265,3/21/2023 0:00,163,female,25-34,phone,medium,7602.49,android,bronze,10.0,3.9.9,USA,Los Angeles,english,good
user_0266,8/13/2022 0:00,383,male,35-44,phone,low,595.29,android,platinum,13.0,3.9.9,USA,Dallas,english,fair
user_0267,1/16/2023 0:00,227,male,45+,phone,medium,891.4,android,bronze,13.0,3.9.9,USA,Chicago,english,good
user_0268,5/27/2023 0:00,96,female,25-34,phone,dormant,575.14,android,silver,12.0,3.9.6,USA,San Jose,english,excellent
user_0269,6/2/2023 0:00,90,male,25-34,phone,medium,481.55,ios,silver,14.0,3.9.8,USA,Phoenix,english,good
user_0270,6/11/2023 0:00,81,male,35-44,phone,low,245.51,android,bronze,13.0,3.9.9,USA,New York,english,good
user_0271,8/20/2022 0:00,376,male,45+,phone,medium,126.93,android,bronze,12.0,3.9.9,USA,Houston,english,poor
user_0272,9/20/2022 0:00,345,female,25-34,phone,dormant,19313.47,ios,bronze,15.0,3.9.9,USA,Dallas,english,good
user_0273,1/17/2023 0:00,226,female,45+,phone,dormant,684.0,android,bronze,12.0,3.9.4,USA,San Jose,english,excellent
user_0274,5/9/2023 0:00,114,female,18-24,phone,high,848.77,android,bronze,12.0,3.9.9,USA,Los Angeles,english,good
user_0275,8/4/2022 0:00,392,female,35-44,tablet,dormant,338.05,web,bronze,,3.9.8,USA,San Jose,english,good
user_0276,10/5/2022 0:00,330,female,35-44,phone,dormant,618.2,ios,gold,14.0,3.9.6,USA,San Diego,english,fair
user_0277,12/14/2022 0:00,260,male,18-24,phone,low,93.58,ios,bronze,16.0,3.9.9,USA,Chicago,english,fair
user_0278,5/28/2023 0:00,95,female,35-44,tablet,dormant,79.34,web,gold,,3.9.9,USA,Dallas,english,good
user_0279,7/29/2022 0:00,398,male,35-44,phone,low,193.59,android,gold,11.0,3.9.7,USA,Philadelphia,english,good
user_0280,9/5/2022 0:00,360,other,35-44,phone,low,139.45,ios,silver,14.0,3.9.2,USA,Philadelphia,english,good
user_0281,8/30/2022 0:00,366,female,35-44,phone,medium,147.59,android,silver,11.0,3.9.9,USA,Dallas,english,excellent
user_0282,12/20/2022 0:00,254,female,45+,tablet,medium,714.79,web,bronze,,3.9.9,USA,Los Angeles,english,good
user_0283,5/14/2023 0:00,109,male,45+,phone,low,716.82,android,bronze,12.0,3.9.9,USA,San Diego,english,excellent
user_0284,6/21/2023 0:00,71,male,25-34,phone,medium,490.08,android,silver,12.0,3.9.7,USA,Chicago,english,good
user_0285,10/25/2022 0:00,310,male,25-34,tablet,medium,54.56,web,gold,,3.9.8,USA,Philadelphia,english,fair
user_0286,1/30/2023 0:00,213,female,25-34,tablet,low,875.54,web,gold,,3.9.9,USA,Phoenix,english,good
user_0287,10/4/2022 0:00,331,female,45+,phone,dormant,230.2,android,bronze,11.0,3.9.8,USA,New York,english,good
user_0288,8/29/2022 0:00,367,male,35-44,phone,low,87.81,android,gold,11.0,3.9.6,USA,San Antonio,english,good
user_0289,4/7/2023 0:00,146,female,25-34,phone,dormant,15817.74,ios,gold,15.0,3.9.8,USA,Houston,english,good
user_0290,11/15/2022 0:00,289,male,18-24,phone,low,688.48,android,silver,11.0,3.9.8,USA,San Antonio,english,good
user_0291,2/28/2023 0:00,184,male,35-44,phone,medium,447.57,ios,bronze,13.0,3.9.7,USA,San Jose,english,excellent
user_0292,11/17/2022 0:00,287,female,45+,phone,low,11925.2,android,silver,10.0,3.9.9,USA,New York,english,good
user_0293,10/3/2022 0:00,332,male,35-44,phone,high,2674.64,android,silver,12.0,3.9.8,USA,San Diego,english,good
user_0294,4/21/2023 0:00,132,male,45+,tablet,medium,4492.01,web,bronze,,3.9.9,USA,Philadelphia,english,excellent
user_0295,9/20/2022 0:00,345,male,35-44,phone,low,947.43,ios,silver,14.0,3.9.6,USA,San Diego,english,excellent
user_0296,2/11/2023 0:00,201,male,35-44,tablet,low,559.46,web,silver,,3.9.9,USA,San Antonio,english,excellent
user_0297,3/9/2023 0:00,175,female,18-24,phone,high,853.36,android,bronze,10.0,3.9.9,USA,Phoenix,english,excellent
user_0298,6/3/2023 0:00,89,female,25-34,phone,dormant,91.36,android,bronze,12.0,3.9.9,USA,San Antonio,english,good
user_0299,5/20/2023 0:00,103,other,25-34,phone,medium,87.48,android,gold,10.0,3.9.9,USA,Dallas,english,fair
user_0300,8/2/2022 0:00,394,female,25-34,phone,dormant,10029.36,android,silver,11.0,3.9.9,USA,Dallas,english,excellent
user_0301,2/4/2023 0:00,208,female,25-34,phone,low,185.13,android,platinum,12.0,3.9.9,USA,Phoenix,english,good
user_0302,11/13/2022 0:00,291,female,35-44,phone,low,130.76,ios,gold,12.0,3.9.7,USA,New York,english,good
user_0303,4/15/2023 0:00,138,female,25-34,phone,low,639.04,ios,silver,12.0,3.9.6,USA,San Jose,english,good
user_0304,1/27/2023 0:00,216,female,18-24,tablet,low,297.48,web,gold,,3.9.9,USA,Philadelphia,english,good
user_0305,11/8/2022 0:00,296,female,25-34,phone,medium,250.25,android,gold,10.0,3.9.9,USA,Chicago,english,excellent
user_0306,6/22/2023 0:00,70,male,35-44,phone,low,705.56,android,bronze,11.0,3.9.9,USA,Chicago,english,good
user_0307,11/23/2022 0:00,281,female,25-34,phone,low,201.25,android,bronze,12.0,3.9.7,USA,Phoenix,english,good
user_0308,11/29/2022 0:00,275,male,45+,phone,low,53.72,android,bronze,11.0,3.9.6,USA,Philadelphia,english,excellent
user_0309,5/27/2023 0:00,96,male,25-34,phone,medium,191.61,ios,bronze,15.0,3.9.9,USA,Phoenix,english,good
user_0310,8/9/2022 0:00,387,male,25-34,tablet,low,89.64,web,bronze,,3.9.9,USA,Philadelphia,english,good
user_0311,12/30/2022 0:00,244,male,35-44,phone,dormant,830.82,android,silver,11.0,3.9.9,USA,Houston,english,good
user_0312,9/6/2022 0:00,359,female,35-44,phone,high,152.33,ios,bronze,13.0,3.9.8,USA,Phoenix,english,good
user_0313,9/24/2022 0:00,341,female,45+,phone,medium,2354.19,android,bronze,11.0,3.9.9,USA,Chicago,english,good
user_0314,8/11/2022 0:00,385,male,25-34,phone,low,345.82,ios,silver,12.0,3.9.9,USA,Dallas,english,excellent
user_0315,1/31/2023 0:00,212,male,18-24,phone,medium,361.27,ios,silver,12.0,3.9.9,USA,San Diego,english,good
user_0316,10/10/2022 0:00,325,male,18-24,phone,high,10973.36,ios,silver,14.0,3.9.9,USA,Los Angeles,english,good
user_0317,2/4/2023 0:00,208,female,25-34,phone,medium,485.58,ios,bronze,14.0,3.9.8,USA,Phoenix,english,excellent
user_0318,12/24/2022 0:00,250,male,35-44,phone,low,98.65,android,silver,10.0,3.9.9,USA,San Jose,english,excellent
user_0319,1/8/2023 0:00,235,female,35-44,phone,medium,978.98,android,silver,12.0,3.9.9,USA,San Jose,english,excellent
user_0320,10/8/2022 0:00,327,male,35-44,phone,low,413.38,ios,bronze,15.0,3.9.6,USA,San Jose,english,excellent
user_0321,8/26/2022 0:00,370,male,25-34,phone,dormant,199.12,ios,silver,16.0,3.9.5,USA,New York,english,excellent
user_0322,5/9/2023 0:00,114,male,35-44,phone,low,264.06,ios,silver,14.0,3.9.8,USA,San Jose,english,fair
user_0323,11/24/2022 0:00,280,female,45+,phone,medium,1666.58,android,gold,11.0,3.9.9,USA,San Diego,english,good
user_0324,6/9/2023 0:00,83,male,25-34,phone,medium,150.83,android,bronze,10.0,3.9.9,USA,New York,english,fair
user_0325,2/10/2023 0:00,202,male,35-44,phone,medium,3557.88,ios,bronze,12.0,3.9.8,USA,Houston,english,excellent
user_0326,10/11/2022 0:00,324,female,25-34,phone,medium,164.2,android,bronze,11.0,3.9.8,USA,Phoenix,english,excellent
user_0327,8/23/2022 0:00,373,male,18-24,phone,low,142.06,android,bronze,11.0,3.9.8,USA,Los Angeles,english,good
user_0328,5/27/2023 0:00,96,male,25-34,phone,medium,388.8,android,silver,11.0,3.9.8,USA,Dallas,english,good
user_0329,9/13/2022 0:00,352,female,35-44,phone,dormant,25.83,ios,bronze,15.0,3.9.9,USA,Los Angeles,english,fair
user_0330,11/15/2022 0:00,289,female,25-34,phone,dormant,157.36,android,silver,11.0,3.9.7,USA,San Antonio,english,excellent
user_0331,12/9/2022 0:00,265,female,35-44,phone,low,451.51,android,silver,12.0,3.9.7,USA,Houston,english,fair
user_0332,6/17/2023 0:00,75,female,35-44,phone,medium,788.54,android,bronze,11.0,3.9.7,USA,Philadelphia,english,excellent
user_0333,9/16/2022 0:00,349,male,18-24,phone,dormant,41.2,ios,bronze,15.0,3.9.6,USA,Philadelphia,english,poor
user_0334,2/4/2023 0:00,208,female,35-44,phone,low,755.18,ios,silver,13.0,3.9.6,USA,Philadelphia,english,good
user_0335,5/24/2023 0:00,99,male,45+,phone,dormant,101.37,ios,silver,12.0,3.9.2,USA,New York,english,fair
user_0336,7/2/2022 0:00,425,male,25-34,phone,low,31.69,android,bronze,10.0,3.9.6,USA,Chicago,english,fair
user_0337,7/1/2022 0:00,426,female,35-44,phone,low,767.65,android,gold,12.0,3.9.9,USA,San Antonio,english,excellent
user_0338,3/8/2023 0:00,176,other,18-24,phone,low,1485.45,ios,silver,13.0,3.9.9,USA,San Diego,english,excellent
user_0339,6/17/2023 0:00,75,male,45+,phone,dormant,84.96,android,silver,11.0,3.9.6,USA,New York,english,excellent
user_0340,4/25/2023 0:00,128,female,35-44,phone,low,130.15,android,bronze,11.0,3.9.5,USA,Phoenix,english,poor
user_0341,12/9/2022 0:00,265,male,45+,phone,low,199.93,android,gold,10.0,3.9.9,USA,San Jose,english,good
user_0342,12/3/2022 0:00,271,male,25-34,phone,low,168.2,ios,bronze,13.0,3.9.8,USA,Houston,english,excellent
user_0343,11/12/2022 0:00,292,male,25-34,phone,low,103.85,ios,gold,13.0,3.9.9,USA,Phoenix,english,excellent
user_0344,3/29/2023 0:00,155,female,25-34,phone,low,814.23,ios,bronze,15.0,3.9.9,USA,Philadelphia,english,good
user_0345,4/28/2023 0:00,125,other,35-44,phone,low,12771.53,ios,bronze,13.0,3.9.8,USA,Philadelphia,english,good
user_0346,7/2/2022 0:00,425,female,18-24,phone,low,8382.05,ios,platinum,12.0,3.9.9,USA,Chicago,english,good
user_0347,8/9/2022 0:00,387,male,25-34,phone,low,192.14,ios,silver,13.0,3.9.9,USA,San Jose,english,excellent
user_0348,9/30/2022 0:00,335,female,25-34,phone,dormant,274.74,android,gold,10.0,3.9.6,USA,Chicago,english,fair
user_0349,4/13/2023 0:00,140,female,45+,phone,medium,336.96,android,bronze,11.0,3.9.9,USA,Houston,english,excellent
user_0350,6/16/2023 0:00,76,female,25-34,phone,low,34.62,android,silver,12.0,3.9.7,USA,San Antonio,english,good
user_0351,11/29/2022 0:00,275,female,25-34,tablet,low,131.26,android,silver,12.0,3.9.8,USA,San Diego,english,good
user_0352,2/2/2023 0:00,210,male,25-34,tablet,medium,713.53,web,bronze,,3.9.9,USA,Dallas,english,poor
user_0353,7/15/2022 0:00,412,female,45+,phone,medium,93.1,android,bronze,11.0,3.9.8,USA,San Antonio,english,fair
user_0354,4/11/2023 0:00,142,female,25-34,phone,low,551.68,android,bronze,11.0,3.9.7,USA,New York,english,good
user_0355,1/7/2023 0:00,236,female,25-34,phone,medium,129.2,android,silver,12.0,3.9.8,USA,Chicago,english,excellent
user_0356,12/8/2022 0:00,266,male,25-34,phone,medium,43.54,ios,silver,16.0,3.9.9,USA,Chicago,english,excellent
user_0357,1/18/2023 0:00,225,male,18-24,phone,dormant,393.39,ios,bronze,14.0,3.9.9,USA,San Diego,english,excellent
user_0358,4/19/2023 0:00,134,male,25-34,tablet,medium,277.45,web,bronze,,3.9.7,USA,Philadelphia,english,excellent
user_0359,11/28/2022 0:00,276,male,18-24,phone,low,398.62,android,bronze,11.0,3.9.5,USA,Los Angeles,english,good
user_0360,1/21/2023 0:00,222,male,18-24,tablet,medium,1759.34,web,gold,,3.9.9,USA,Phoenix,english,good
user_0361,11/3/2022 0:00,301,male,25-34,phone,medium,109.78,ios,gold,15.0,3.9.9,USA,New York,english,fair
user_0362,12/11/2022 0:00,263,female,45+,phone,medium,604.36,ios,silver,13.0,3.9.8,USA,Dallas,english,fair
user_0363,6/6/2023 0:00,86,female,25-34,phone,high,240.43,android,gold,11.0,3.9.9,USA,Houston,english,good
user_0364,2/4/2023 0:00,208,female,18-24,phone,medium,116.6,android,bronze,11.0,3.9.8,USA,Chicago,english,good
user_0365,2/15/2023 0:00,197,female,25-34,phone,dormant,3910.03,android,silver,12.0,3.9.9,USA,Houston,english,fair
user_0366,12/7/2022 0:00,267,male,45+,tablet,medium,29.21,web,bronze,,3.9.9,USA,Houston,english,good
user_0367,2/3/2023 0:00,209,male,18-24,tablet,low,258.83,web,bronze,,3.9.9,USA,Philadelphia,english,fair
user_0368,8/15/2022 0:00,381,male,25-34,phone,low,744.32,android,gold,11.0,3.9.9,USA,San Antonio,english,good
user_0369,12/11/2022 0:00,263,female,25-34,phone,low,498.56,android,bronze,13.0,3.9.7,USA,Philadelphia,english,poor
user_0370,4/18/2023 0:00,135,female,35-44,phone,dormant,1796.23,ios,silver,16.0,3.9.8,USA,Chicago,english,good
user_0371,6/11/2023 0:00,81,male,35-44,phone,high,1548.15,ios,bronze,15.0,3.9.8,USA,Houston,english,good
user_0372,4/15/2023 0:00,138,female,35-44,phone,medium,3425.04,android,silver,10.0,3.9.9,USA,Phoenix,english,good
user_0373,1/18/2023 0:00,225,female,45+,phone,low,330.0,android,bronze,13.0,3.9.9,USA,Chicago,english,fair
user_0374,10/14/2022 0:00,321,other,45+,phone,low,169.09,android,bronze,10.0,3.9.6,USA,Los Angeles,english,good
user_0375,10/30/2022 0:00,305,female,25-34,tablet,medium,4263.0,web,gold,,3.9.8,USA,Philadelphia,english,poor
user_0376,11/29/2022 0:00,275,female,18-24,phone,low,3334.81,ios,silver,16.0,3.9.9,USA,San Jose,english,fair
user_0377,7/30/2022 0:00,397,female,25-34,phone,medium,160.92,android,gold,11.0,3.9.8,USA,Los Angeles,english,fair
user_0378,10/28/2022 0:00,307,male,25-34,phone,low,1682.05,android,bronze,11.0,3.9.9,USA,San Jose,english,excellent
user_0379,6/14/2023 0:00,78,female,25-34,tablet,high,123.06,ios,bronze,13.0,3.9.9,USA,Phoenix,english,excellent
user_0380,1/21/2023 0:00,222,male,35-44,phone,high,95.38,ios,gold,13.0,3.9.9,USA,San Antonio,english,good
user_0381,8/21/2022 0:00,375,female,25-34,phone,low,185.69,android,bronze,10.0,3.9.9,USA,Houston,english,good
user_0382,3/16/2023 0:00,168,male,35-44,phone,low,120.96,android,gold,10.0,3.9.8,USA,San Jose,english,excellent
user_0383,1/21/2023 0:00,222,female,25-34,phone,low,192.2,ios,silver,16.0,3.9.7,USA,Houston,english,good
user_0384,12/31/2022 0:00,243,male,25-34,phone,low,740.69,android,bronze,11.0,3.9.9,USA,New York,english,good
user_0385,3/24/2023 0:00,160,female,25-34,phone,medium,19360.06,android,bronze,10.0,3.9.9,USA,Chicago,english,good
user_0386,3/7/2023 0:00,177,male,45+,phone,high,953.19,android,silver,11.0,3.9.9,USA,Phoenix,english,good
user_0387,7/12/2022 0:00,415,female,45+,phone,medium,763.99,android,bronze,11.0,3.9.6,USA,Phoenix,english,good
user_0388,9/17/2022 0:00,348,female,35-44,phone,low,188.07,ios,bronze,14.0,3.9.8,USA,San Jose,english,good
user_0389,7/19/2022 0:00,408,female,25-34,phone,medium,13147.86,android,silver,12.0,3.9.9,USA,Phoenix,english,good
user_0390,2/2/2023 0:00,210,male,18-24,phone,low,1168.27,android,gold,12.0,3.9.7,USA,Dallas,english,excellent
user_0391,7/30/2022 0:00,397,male,25-34,phone,low,2025.78,android,bronze,13.0,3.9.9,USA,San Diego,english,good
user_0392,9/28/2022 0:00,337,female,35-44,phone,low,2084.53,ios,silver,13.0,3.9.8,USA,San Jose,english,excellent
user_0393,9/3/2022 0:00,362,male,25-34,phone,low,391.43,ios,gold,16.0,3.9.9,USA,San Antonio,english,fair
user_0394,6/4/2023 0:00,88,male,35-44,phone,dormant,1400.79,android,silver,10.0,3.9.8,USA,Philadelphia,english,good
user_0395,7/17/2022 0:00,410,male,25-34,phone,low,158.74,android,bronze,12.0,3.9.5,USA,Dallas,english,fair
user_0396,12/4/2022 0:00,270,male,45+,phone,medium,722.31,ios,gold,15.0,3.9.6,USA,Dallas,english,good
user_0397,1/17/2023 0:00,226,male,25-34,phone,low,428.33,ios,bronze,12.0,3.9.9,USA,Chicago,english,excellent
user_0398,9/30/2022 0:00,335,male,25-34,phone,low,3954.75,ios,silver,13.0,3.9.8,USA,Phoenix,english,excellent
user_0399,6/12/2023 0:00,80,male,18-24,phone,low,997.74,android,bronze,12.0,3.9.9,USA,Phoenix,english,excellent
user_0400,2/2/2023 0:00,210,female,25-34,phone,medium,901.39,ios,silver,14.0,3.9.9,USA,San Antonio,english,excellent
user_0401,5/7/2023 0:00,116,male,25-34,phone,low,18926.82,android,gold,11.0,3.9.9,USA,New York,english,excellent
user_0402,8/6/2022 0:00,390,female,18-24,tablet,dormant,634.64,android,gold,12.0,3.9.7,USA,Chicago,english,good
user_0403,11/3/2022 0:00,301,male,35-44,phone,low,418.27,android,bronze,12.0,3.9.9,USA,San Diego,english,good
user_0404,11/8/2022 0:00,296,male,18-24,phone,low,14724.28,ios,silver,12.0,3.9.8,USA,Philadelphia,english,good
user_0405,9/13/2022 0:00,352,female,45+,phone,low,141.39,android,bronze,12.0,3.9.9,USA,San Jose,english,fair
user_0406,8/7/2022 0:00,389,male,35-44,phone,high,181.47,android,bronze,10.0,3.9.9,USA,San Jose,english,excellent
user_0407,5/17/2023 0:00,106,female,18-24,phone,medium,520.67,android,gold,12.0,3.9.8,USA,New York,english,good
user_0408,10/29/2022 0:00,306,female,18-24,phone,low,78.25,ios,bronze,12.0,3.9.7,USA,Houston,english,good
user_0409,3/2/2023 0:00,182,female,18-24,phone,low,557.39,android,bronze,11.0,3.9.6,USA,Houston,english,good
user_0410,9/5/2022 0:00,360,female,45+,phone,medium,3891.53,android,bronze,11.0,3.9.9,USA,Dallas,english,excellent
user_0411,7/11/2022 0:00,416,female,18-24,phone,low,389.04,android,silver,12.0,3.9.6,USA,San Antonio,english,excellent
user_0412,4/10/2023 0:00,143,female,35-44,phone,high,92.97,android,bronze,10.0,3.9.9,USA,Phoenix,english,good
user_0413,12/24/2022 0:00,250,male,18-24,phone,medium,691.7,ios,silver,13.0,3.9.9,USA,San Diego,english,poor
user_0414,11/10/2022 0:00,294,female,18-24,phone,dormant,798.19,android,bronze,12.0,3.9.5,USA,San Antonio,english,good
user_0415,11/1/2022 0:00,303,male,45+,phone,high,4029.4,ios,platinum,13.0,3.9.9,USA,San Diego,english,good
user_0416,10/4/2022 0:00,331,male,45+,phone,medium,2786.99,android,bronze,11.0,3.9.9,USA,Chicago,english,fair
user_0417,5/4/2023 0:00,119,female,25-34,phone,low,1247.03,ios,silver,16.0,3.9.7,USA,Dallas,english,good
user_0418,4/7/2023 0:00,146,female,35-44,phone,medium,79.06,android,gold,10.0,3.9.7,USA,Houston,english,fair
user_0419,9/5/2022 0:00,360,male,18-24,phone,dormant,2955.31,ios,bronze,12.0,3.9.9,USA,Houston,english,fair
user_0420,10/11/2022 0:00,324,male,25-34,phone,medium,532.34,android,bronze,11.0,3.9.9,USA,San Antonio,english,good
user_0421,7/21/2022 0:00,406,male,35-44,phone,low,845.53,android,bronze,13.0,3.9.6,USA,New York,english,good
user_0422,6/29/2023 0:00,63,male,25-34,phone,low,796.64,android,silver,11.0,3.9.9,USA,New York,english,fair
user_0423,1/5/2023 0:00,238,male,18-24,phone,dormant,146.07,ios,silver,12.0,3.9.8,USA,San Jose,english,excellent
user_0424,2/4/2023 0:00,208,female,35-44,tablet,low,527.09,android,gold,10.0,3.9.9,USA,New York,english,excellent
user_0425,12/17/2022 0:00,257,male,25-34,phone,low,558.83,android,silver,13.0,3.9.9,USA,San Antonio,english,good
user_0426,7/16/2022 0:00,411,female,18-24,phone,medium,4856.58,ios,bronze,14.0,3.9.9,USA,Houston,english,good
user_0427,9/28/2022 0:00,337,male,25-34,phone,low,2572.23,ios,bronze,13.0,3.9.6,USA,Chicago,english,good
user_0428,1/29/2023 0:00,214,female,45+,tablet,medium,2852.02,ios,bronze,16.0,3.9.9,USA,Houston,english,good
user_0429,2/24/2023 0:00,188,other,18-24,phone,low,568.5,android,silver,12.0,3.9.8,USA,Phoenix,english,good
user_0430,5/4/2023 0:00,119,female,25-34,phone,low,25.8,ios,bronze,16.0,3.9.9,USA,Philadelphia,english,fair
user_0431,3/17/2023 0:00,167,female,45+,phone,medium,1269.16,ios,silver,15.0,3.9.9,USA,San Diego,english,good
user_0432,2/25/2023 0:00,187,male,25-34,tablet,low,153.3,android,silver,11.0,3.9.8,USA,San Antonio,english,fair
user_0433,9/27/2022 0:00,338,male,45+,phone,medium,373.82,android,gold,13.0,3.9.8,USA,San Jose,english,good
user_0434,2/2/2023 0:00,210,female,18-24,phone,low,387.33,android,silver,11.0,3.9.6,USA,Phoenix,english,good
user_0435,7/21/2022 0:00,406,female,35-44,tablet,low,854.71,web,bronze,,3.9.9,USA,New York,english,good
user_0436,7/27/2022 0:00,400,male,35-44,tablet,dormant,12818.77,web,bronze,,3.9.8,USA,San Diego,english,good
user_0437,5/30/2023 0:00,93,male,45+,phone,dormant,645.37,ios,platinum,15.0,3.9.6,USA,San Diego,english,good
user_0438,6/6/2023 0:00,86,male,18-24,phone,dormant,977.83,android,silver,10.0,3.9.9,USA,New York,english,excellent
user_0439,7/9/2022 0:00,418,female,25-34,tablet,low,94.94,web,silver,,3.9.7,USA,San Diego,english,excellent
user_0440,3/28/2023 0:00,156,female,35-44,tablet,medium,803.53,android,silver,12.0,3.9.9,USA,Phoenix,english,good
user_0441,1/28/2023 0:00,215,male,25-34,phone,low,174.36,ios,bronze,15.0,3.9.9,USA,San Antonio,english,excellent
user_0442,12/1/2022 0:00,273,female,35-44,phone,medium,4871.14,android,silver,11.0,3.9.9,USA,Philadelphia,english,good
